,county,item,quantity
4499,Chiltern,Organic Kefir,1036308.0
4500,Haringey,large king prawns,1036284.0
4501,Peeblesshire,british parsnips loose,1036282.0
4502,Cheshire East,fresh whole chicken,1036281.0
4503,East Devon,wristwatch,1036267.0
4504,Tyne and Wear,hotpoint washing machine,1036248.0
4505,Swansea,chicken sausages,1036244.0
4506,Cheshire East,fresh whole turkey,1036228.0
4507,Peeblesshire,pink blazers,1036222.0
4508,Sefton,classic bowtie,1036201.0
4509,Swansea,chocolate fudge cake,1036196.0
4510,Fylde,21 day mature sirlion steak,1036191.0
4511,Cheshire East,apple macbook pro mid 2009,1036143.0
4512,Ceredigion,Onions Loose,1036126.0
4513,Cheshire East,Organic mILK,1036068.0
4514,Wyre,organic soured cream,1036064.0
4515,Lambeth,organic raspberry yoghurt,1036014.0
4516,Dorset,british bramley cooking apples,1036007.0
4517,Cheshire East,minecraft game - xbox,1036002.0
4518,Larne,plastic sunshades,1036001.0
4519,Chiltern,pink blazers,1035999.0
4520,Bassetlaw,halo combat evolved,1035991.0
4521,Forest of Dean,silk scarf,1035989.0
4522,Dorset,mild cheddar cheese,1035963.0
4523,Larne,Slightly salted butter,1035930.0
4524,Tyne and Wear,Organic Kefir,1035900.0
4525,Peeblesshire,fresh whole chicken,1035892.0
4526,Ceredigion,diced chicken breast,1035868.0
4527,Peeblesshire,Fairtrade Bananas Loose,1035829.0
4528,Swansea,halo combat evolved,1035823.0
4529,Larne,free range large eggs x12,1035807.0
4530,Castle Point,grey cardigan,1035807.0
4531,Bassetlaw,Lemon,1035758.0
4532,Lichfield,hp dv 3000 laptop,1035756.0
4533,Richmondshire,brenton t-shirt,1035752.0
4534,Lichfield,Mixed pepper,1035728.0
4535,Mole Valley,hp dv 3000 laptop,1035715.0
4536,Castle Point,lg washing machine,1035708.0
4537,Epsom and Ewell,grey blazers,1035704.0
4538,Bassetlaw,21 day mature ribeye steak,1035576.0
4539,Peeblesshire,21 day mature rump steak,1035570.0
4540,Dorset,cheese cake,1035557.0
4541,Larne,hotpoint washing machine,1035551.0
4542,Chiltern,Soy Milk,1035546.0
4543,Castle Point,gaming keyboard,1035538.0
4544,East Devon,vernison sausages,1035530.0
4545,Tyne and Wear,dyson tower fan,1035528.0
4546,Sefton,21 day mature ribeye steak,1035482.0
4547,North Ayrshire,custard doughnut,1035462.0
4548,Haringey,dyson washing machine,1035453.0
4549,Swansea,brenton t-shirt,1035429.0
4550,Lichfield,easy peeler loose,1035429.0
4551,Swansea,Onions Loose,1035406.0
4552,Dorset,Almond milk,1035355.0
4553,Peeblesshire,silk tie,1035318.0
4554,Mole Valley,Red pepper,1035303.0
4555,Mole Valley,halo combat evolved,1035266.0
4556,Ceredigion,Organic mILK,1035242.0
4557,Peeblesshire,lg washing machine,1035221.0
4558,Mole Valley,gaming mouse,1035184.0
4559,Ceredigion,grey cardigan,1035180.0
4560,Sefton,Blueberry yoghurt,1035165.0
4561,Lichfield,pokemon gold,1035128.0
4562,Richmondshire,semi skimmed milk,1035122.0
4563,Dorset,cotton tie,1035088.0
4564,Dorset,brenton t-shirt,1035086.0
4565,Mole Valley,grey blazers,1035074.0
4566,Ceredigion,classic bowtie,1035059.0
4567,Newham,british fresh chicken thigh fillets,1035049.0
4568,East Devon,god of war 2,1035017.0
4569,Forest of Dean,Plain Greek yoghurt,1034996.0
4570,North Ayrshire,pokemon gold,1034961.0
4571,Richmondshire,Brocolli loose,1034950.0
4572,Dorset,beef sausages,1034944.0
4573,Forest of Dean,brenton jumper,1034882.0
4574,East Sussex,sea bass fillets,1034881.0
4575,Tyne and Wear,Fairtrade Bananas Loose,1034873.0
4576,Fylde,pink blazers,1034869.0
4577,Haringey,oxford shoes,1034851.0
4578,Swansea,21 day mature sirlion steak,1034846.0
4579,Newham,Red pepper,1034822.0
4580,Mole Valley,pokemon gold,1034807.0
4581,Newham,bosch washing machine,1034748.0
4582,Richmondshire,organic soured cream,1034730.0
4583,Epsom and Ewell,brenton jumper,1034712.0
4584,Haringey,Lemon,1034710.0
4585,Peeblesshire,Spring onions bunch,1034695.0
4586,Ceredigion,unsalted butter,1034667.0
4587,East Sussex,linen shirt,1034653.0
4588,Haringey,21 day mature rump steak,1034652.0
4589,East Devon,silk tie,1034613.0
4590,Mole Valley,pokemon red,1034567.0
4591,East Sussex,gaming keyboard,1034519.0
4592,Peeblesshire,dyson vacuum cleaner,1034506.0
4593,Newham,brenton jumper,1034466.0
4594,Newham,blue stilton cheese,1034397.0
4595,Epsom and Ewell,grey cardigan,1034387.0
4596,Chiltern,beef mince,1034381.0
4597,Staffordshire,denim jeams,1034373.0
4598,East Sussex,pink blazers,1034344.0
4599,Peeblesshire,wristwatch,1034332.0
4600,Castle Point,fresh whole turkey,1034296.0
4601,Cheshire East,fresh turkey steak,1034291.0
4602,Swansea,pokemon red,1034247.0
4603,Lichfield,cheese cake,1034214.0
4604,Larne,silk tie,1034211.0
4605,Swansea,blue stilton cheese,1034205.0
4606,Fylde,Almond milk,1034200.0
4607,Haringey,gaming mouse,1034192.0
4608,East Devon,blue stilton cheese,1034176.0
4609,Mole Valley,Organic Kefir,1034130.0
4610,Richmondshire,Red pepper,1034111.0
4611,Staffordshire,god of war 2,1034098.0
4612,Fylde,dyson washing machine,1034095.0
4613,Lichfield,pain au chocolate,1034054.0
4614,Peeblesshire,linen trousers,1034049.0
4615,East Devon,cotton tie,1034036.0
4616,Fylde,x-box 360,1033993.0
4617,Ceredigion,British carrots loose,1033992.0
4618,Chiltern,flapjack,1033951.0
4619,Lichfield,chocolate fudge cake,1033944.0
4620,Sefton,jam doughnut,1033931.0
4621,Castle Point,British carrots loose,1033916.0
4622,Bassetlaw,Organic mILK,1033914.0
4623,Mole Valley,british fresh chicken brest fillets,1033885.0
4624,Lichfield,pink blazers,1033843.0
4625,Staffordshire,large king prawns,1033843.0
4626,Lichfield,salmon fillets,1033841.0
4627,Stoke-on-Trent,grey blazers,1033817.0
4628,Peeblesshire,chocolate fudge cake,1033809.0
4629,Lichfield,pokemon red,1033764.0
4630,Forest of Dean,Almond milk,1033750.0
4631,East Devon,Sweet potatoes loose,1033735.0
4632,Lichfield,olive oil spread,1033726.0
4633,Mole Valley,lg washing machine,1033718.0
4634,Chiltern,cod fillets,1033684.0
4635,Haringey,courgette loose,1033673.0
4636,Chiltern,mature cheddar cheese,1033666.0
4637,Ceredigion,gameboy advance,1033625.0
4638,Forest of Dean,21 day mature sirlion steak,1033622.0
4639,East Devon,chicken sausages,1033618.0
4640,Newham,british fresh turkey mince,1033611.0
4641,Chiltern,denim jacket,1033578.0
4642,Staffordshire,minecraft game - xbox,1033553.0
4643,East Devon,pokemon blue,1033512.0
4644,Larne,pokemon blue,1033502.0
4645,Larne,gaming keyboard,1033468.0
4646,Larne,gameboy advance,1033447.0
4647,Mole Valley,Spring onions bunch,1033445.0
4648,Sefton,dual shock controller,1033444.0
4649,Castle Point,classic bowtie,1033415.0
4650,East Sussex,wellington boots,1033379.0
4651,Haringey,grey blazers,1033365.0
4652,Lichfield,raspberries,1033362.0
4653,Chiltern,wristwatch,1033324.0
4654,East Devon,Organic Kefir,1033258.0
4655,Dorset,chicken sausages,1033253.0
4656,Chiltern,free range large eggs x12,1033237.0
4657,Cheshire East,Fairtrade Bananas Loose,1033233.0
4658,Chiltern,brenton jumper,1033233.0
4659,Larne,21 day mature ribeye steak,1033189.0
4660,Dorset,pain au chocolate,1033170.0
4661,Bassetlaw,red velvet cake,1033149.0
4662,Fylde,denim jacket,1033109.0
4663,East Sussex,halo combat evolved,1033095.0
4664,East Devon,halo combat evolved,1033095.0
4665,Mole Valley,gameboy color,1033073.0
4666,Larne,fresh turkey steak,1033064.0
4667,Larne,skimmed milk,1033050.0
4668,Ceredigion,x-box 360,1033028.0
4669,East Devon,large king prawns,1033025.0
4670,Peeblesshire,pokemon blue,1033011.0
4671,Mole Valley,chocolate twist,1032992.0
4672,Lambeth,british fresh turkey mince,1032980.0
4673,Staffordshire,linen shirt,1032962.0
4674,Larne,vernison sausages,1032961.0
4675,Sefton,mature cheddar cheese,1032867.0
4676,Sefton,sea bass fillets,1032813.0
4677,East Devon,jam doughnut,1032765.0
4678,Mole Valley,aubergine,1032728.0
4679,Sefton,beef mince,1032717.0
4680,Ceredigion,cotton tie,1032702.0
4681,Ceredigion,gaming keyboard,1032702.0
4682,Haringey,minecraft game - xbox,1032690.0
4683,Cheshire East,Mixed pepper,1032677.0
4684,Peeblesshire,cod fillets,1032596.0
4685,Chiltern,pokemon yellow,1032497.0
4686,East Devon,Organic mILK,1032420.0
4687,Staffordshire,pokemon gold,1032415.0
4688,Richmondshire,dyson tower fan,1032381.0
4689,Castle Point,apple macbook pro mid 2009,1032289.0
4690,Swansea,gameboy advance,1032284.0
4691,East Sussex,shortbread,1032264.0
4692,Castle Point,large king prawns,1032249.0
4693,Chiltern,cheese cake,1032219.0
4694,Peeblesshire,grey cardigan,1032173.0
4695,Haringey,21 day mature ribeye steak,1032172.0
4696,Forest of Dean,grey cardigan,1032166.0
4697,East Devon,organic raspberry yoghurt,1032149.0
4698,Ceredigion,hp envy laptop,1032144.0
4699,Chiltern,chicken sausages,1032122.0
4700,Lichfield,hotpoint washing machine,1032116.0
4701,East Devon,mild cheddar cheese,1032070.0
4702,Sefton,Red pepper,1032045.0
4703,Peeblesshire,easy peeler loose,1032019.0
4704,Wyre,oxford shoes,1032013.0
4705,Larne,gameboy color,1031975.0
4706,Ceredigion,raspberries,1031956.0
4707,Castle Point,play station 3,1031945.0
4708,Mole Valley,apple macbook air mid 2009,1031945.0
4709,Swansea,beef mince,1031937.0
4710,Haringey,british bramley cooking apples,1031935.0
4711,East Sussex,raspberries,1031928.0
4712,Fylde,organic soured cream,1031917.0
4713,Fylde,british fresh turkey mince,1031903.0
4714,Epsom and Ewell,beef mince,1031871.0
4715,Newham,British carrots loose,1031828.0
4716,North Ayrshire,21 day mature ribeye steak,1031819.0
4717,Wyre,plastic sunshades,1031801.0
4718,Mole Valley,dell inspiron laptop,1031789.0
4719,Mole Valley,easy peeler loose,1031784.0
4720,Mole Valley,denim jeams,1031727.0
4721,East Devon,apple macbook pro mid 2009,1031720.0
4722,Haringey,celery,1031670.0
4723,East Devon,free range large eggs x12,1031653.0
4724,Lichfield,aubergine,1031643.0
4725,East Devon,Almond milk,1031631.0
4726,East Devon,lg washing machine,1031616.0
4727,Dorset,lg washing machine,1031586.0
4728,Stoke-on-Trent,Soy Milk,1031543.0
4729,East Devon,courgette loose,1031505.0
4730,Fylde,chocolate fudge cake,1031503.0
4731,Forest of Dean,sea bass fillets,1031502.0
4732,Cheshire East,beef mince,1031501.0
4733,Dorset,gameboy color,1031500.0
4734,Haringey,mild cheddar cheese,1031494.0
4735,Bassetlaw,Almond milk,1031437.0
4736,Ceredigion,goat cheese,1031396.0
4737,Mole Valley,pokemon blue,1031379.0
4738,Lambeth,Organic Kefir,1031262.0
4739,Chiltern,brenton t-shirt,1031230.0
4740,Stoke-on-Trent,sea bass fillets,1031217.0
4741,Newham,easy peeler loose,1031200.0
4742,Newham,british fresh chicken brest fillets,1031136.0
4743,Staffordshire,Sweet potatoes loose,1031085.0
4744,Peeblesshire,apple macbook pro mid 2009,1031060.0
4745,Lichfield,gaming keyboard,1031034.0
4746,East Devon,diced vernison,1031028.0
4747,Lincoln,mature cheddar cheese,1031011.0
4748,Wyre,scottish salmon,1031009.0
4749,East Devon,hp dv 2000 laptop,1030934.0
4750,Lichfield,fresh whole chicken,1030908.0
4751,Larne,Organic Kefir,1030884.0
4752,Peeblesshire,brenton jumper,1030865.0
4753,Tyne and Wear,pokemon yellow,1030795.0
4754,Staffordshire,cheese cake,1030744.0
4755,South Northamptonshire,vanilla yoghurt,1030702.0
4756,Lichfield,beef mince,1030697.0
4757,Richmondshire,vernison sausages,1030673.0
4758,Ceredigion,linen trousers,1030659.0
4759,Peeblesshire,British carrots loose,1030577.0
4760,Lichfield,fresh whole turkey,1030535.0
4761,Richmondshire,fresh whole chicken,1030504.0
4762,Larne,scottish salmon,1030500.0
4763,East Sussex,free range large eggs x12,1030482.0
4764,Bassetlaw,courgette loose,1030454.0
4765,Stoke-on-Trent,dual shock controller,1030451.0
4766,Peeblesshire,Sweet potatoes loose,1030445.0
4767,Forest of Dean,gaming keyboard,1030420.0
4768,Swansea,British baking potatoes loose,1030359.0
4769,East Sussex,chocolate twist,1030341.0
4770,Peeblesshire,blue stilton cheese,1030295.0
4771,Forest of Dean,apple macbook pro mid 2009,1030278.0
4772,Richmondshire,mature cheddar cheese,1030274.0
4773,Larne,linen trousers,1030265.0
4774,Lichfield,Fairtrade Bananas Loose,1030249.0
4775,Lambeth,wellington boots,1030230.0
4776,Ceredigion,hp dv 2000 laptop,1030225.0
4777,East Devon,chocolate fudge cake,1030197.0
4778,Lichfield,beef sausages,1030149.0
4779,Epsom and Ewell,skimmed milk,1030148.0
4780,Chiltern,Fairtrade Bananas Loose,1030079.0
4781,Dorset,21 day mature ribeye steak,1030061.0
4782,East Devon,Red pepper,1030060.0
4783,Lambeth,chocolate twist,1030039.0
4784,Peeblesshire,x-box 360,1030032.0
4785,Sefton,silk tie,1030022.0
4786,Castle Point,Organic mILK,1030022.0
4787,Peeblesshire,mature cheddar cheese,1030018.0
4788,Chiltern,grey blazers,1029975.0
4789,Dorset,denim jacket,1029962.0
4790,East Devon,cheese cake,1029959.0
4791,Lambeth,hotpoint washing machine,1029947.0
4792,East Sussex,cotton tie,1029946.0
4793,Haringey,free range large eggs x12,1029923.0
4794,Haringey,Oats Milk,1029918.0
4795,Ceredigion,white shirt,1029910.0
4796,East Sussex,god of war 2,1029908.0
4797,Peeblesshire,salmon fillets,1029878.0
4798,Mole Valley,Onions Loose,1029876.0
4799,Lichfield,vanilla yoghurt,1029795.0
4800,Lichfield,fresh turkey steak,1029757.0
4801,Sefton,croisant ,1029742.0
4802,Forest of Dean,Brocolli loose,1029730.0
4803,Peeblesshire,halo combat evolved,1029704.0
4804,Sefton,courgette loose,1029679.0
4805,Lambeth,silk tie,1029667.0
4806,Lichfield,grey cardigan,1029661.0
4807,East Devon,gameboy color,1029626.0
4808,Dorset,linen trousers,1029613.0
4809,Lambeth,21 day mature ribeye steak,1029588.0
4810,Forest of Dean,plastic sunshades,1029572.0
4811,Lichfield,dyson vacuum cleaner,1029568.0
4812,Wyre,god of war 2,1029517.0
4813,Tyne and Wear,god of war 2,1029513.0
4814,Dorset,easy peeler loose,1029472.0
4815,Haringey,semi skimmed milk,1029458.0
4816,Larne,dell inspiron laptop,1029426.0
4817,Ceredigion,21 day mature rump steak,1029408.0
4818,East Devon,dell inspiron laptop,1029340.0
4819,Castle Point,free range large eggs x12,1029304.0
4820,Bassetlaw,jam doughnut,1029267.0
4821,Mole Valley,Lemon,1029254.0
4822,North Ayrshire,celery,1029207.0
4823,Lambeth,classic bowtie,1029154.0
4824,Peeblesshire,diced chicken breast,1029142.0
4825,East Devon,wellington boots,1029107.0
4826,Lichfield,macaron - x3,1029106.0
4827,Peeblesshire,silk scarf,1029078.0
4828,Larne,samsung washing machine,1029000.0
4829,Ceredigion,pokemon yellow,1028963.0
4830,Haringey,Onions Loose,1028910.0
4831,East Sussex,British carrots loose,1028901.0
4832,Peeblesshire,raspberries,1028877.0
4833,Chiltern,halo combat evolved,1028873.0
4834,Larne,vanilla yoghurt,1028859.0
4835,Larne,Organic mILK,1028833.0
4836,Chiltern,pokemon gold,1028818.0
4837,Wyre,mild cheddar cheese,1028771.0
4838,Dorset,Onions Loose,1028693.0
4839,Forest of Dean,dell inspiron laptop,1028675.0
4840,Lambeth,21 day mature rump steak,1028658.0
4841,Newham,croisant ,1028641.0
4842,Peeblesshire,wellington boots,1028583.0
4843,Ceredigion,minecraft game - xbox,1028477.0
4844,Mole Valley,plastic sunshades,1028475.0
4845,Lichfield,Plain Greek yoghurt,1028474.0
4846,Ceredigion,pain au chocolate,1028436.0
4847,Swansea,x-box 360,1028384.0
4848,Fylde,cotton tie,1028309.0
4849,Chiltern,easy peeler loose,1028305.0
4850,Peeblesshire,play station 3,1028298.0
4851,Lichfield,almond croisant,1028237.0
4852,Ceredigion,brenton t-shirt,1028217.0
4853,East Sussex,flapjack,1028215.0
4854,Lichfield,chicken sausages,1028185.0
4855,East Devon,linen shirt,1028181.0
4856,Newham,pokemon blue,1028155.0
4857,Peeblesshire,Soy Milk,1028112.0
4858,Larne,dyson washing machine,1028101.0
4859,Ceredigion,red velvet cake,1028099.0
4860,Lichfield,wellington boots,1028088.0
4861,East Devon,denim jacket,1028055.0
4862,Dorset,pokemon blue,1028023.0
4863,Cheshire East,baby potatoes,1028002.0
4864,Dorset,denim jeams,1027997.0
4865,Mole Valley,diced vernison,1027962.0
4866,Lambeth,scottish salmon,1027944.0
4867,Forest of Dean,Organic Kefir,1027923.0
4868,Ceredigion,Red pepper,1027853.0
4869,Haringey,plastic sunshades,1027795.0
4870,Lichfield,free range large eggs x12,1027740.0
4871,Lichfield,21 day mature rump steak,1027735.0
4872,Lichfield,plastic sunshades,1027723.0
4873,East Devon,flapjack,1027657.0
4874,East Devon,Soy Milk,1027620.0
4875,Lichfield,cod fillets,1027591.0
4876,Lambeth,aubergine,1027535.0
4877,Larne,linen shirt,1027423.0
4878,East Sussex,skimmed milk,1027382.0
4879,Staffordshire,dell inspiron laptop,1027360.0
4880,Lichfield,gaming mouse,1027350.0
4881,Forest of Dean,Mixed pepper,1027314.0
4882,Staffordshire,fresh whole turkey,1027295.0
4883,Mole Valley,dyson washing machine,1027287.0
4884,North Ayrshire,fresh whole chicken,1027264.0
4885,Ceredigion,Sweet potatoes loose,1027252.0
4886,Sefton,pokemon yellow,1027226.0
4887,Dorset,Fairtrade Bananas Loose,1027217.0
4888,Forest of Dean,play station 3,1027215.0
4889,Larne,oxford shoes,1027211.0
4890,Chiltern,apple macbook air mid 2009,1027197.0
4891,East Devon,silk scarf,1027176.0
4892,Larne,fresh whole turkey,1027138.0
4893,Forest of Dean,hp dv 2000 laptop,1027116.0
4894,Mole Valley,Plain Greek yoghurt,1027114.0
4895,Peeblesshire,apple macbook air mid 2009,1027054.0
4896,Ceredigion,hotpoint washing machine,1026964.0
4897,Lichfield,apple macbook pro mid 2009,1026949.0
4898,Mole Valley,cotton tie,1026895.0
4899,Ceredigion,mild cheddar cheese,1026817.0
4900,Haringey,organic raspberry yoghurt,1026815.0
4901,Ceredigion,pokemon blue,1026761.0
4902,Haringey,dual shock controller,1026746.0
4903,Peeblesshire,Blueberry yoghurt,1026667.0
4904,Chiltern,british bramley cooking apples,1026604.0
4905,Larne,chocolate twist,1026583.0
4906,Peeblesshire,Organic mILK,1026539.0
4907,Larne,Blueberry yoghurt,1026488.0
4908,Castle Point,pain au chocolate,1026471.0
4909,Lichfield,pokemon blue,1026458.0
4910,Haringey,chocolate fudge cake,1026396.0
4911,Mole Valley,denim jacket,1026395.0
4912,East Devon,aubergine,1026389.0
4913,North Ayrshire,hp envy laptop,1026351.0
4914,Staffordshire,oxford shoes,1026340.0
4915,Ceredigion,grey blazers,1026325.0
4916,Dorset,shortbread,1026240.0
4917,East Sussex,jam doughnut,1026202.0
4918,Chiltern,salmon fillets,1026194.0
4919,Stoke-on-Trent,21 day mature sirlion steak,1026183.0
4920,East Devon,dual shock controller,1026167.0
4921,Dorset,british fresh turkey mince,1026140.0
4922,Lichfield,oxford shoes,1026119.0
4923,Peeblesshire,Plain Greek yoghurt,1025946.0
4924,Swansea,pain au raisins,1025924.0
4925,Peeblesshire,millionaire square,1025903.0
4926,Dorset,british fresh chicken thigh fillets,1025825.0
4927,Lichfield,british bramley cooking apples,1025819.0
4928,Sefton,lg washing machine,1025736.0
4929,Cheshire East,unsalted butter,1025725.0
4930,Mole Valley,dyson vacuum cleaner,1025724.0
4931,Staffordshire,silk tie,1025690.0
4932,Castle Point,raspberries,1025596.0
4933,Larne,Mixed pepper,1025581.0
4934,Mole Valley,millionaire square,1025517.0
4935,Ceredigion,cod fillets,1025491.0
4936,Larne,salmon fillets,1025491.0
4937,East Devon,dyson tower fan,1025454.0
4938,Lichfield,hp envy laptop,1025451.0
4939,Larne,raspberries,1025439.0
4940,Larne,x-box 360,1025364.0
4941,Forest of Dean,wristwatch,1025315.0
4942,Ceredigion,shortbread,1025244.0
4943,Peeblesshire,cheese cake,1025194.0
4944,Haringey,gameboy color,1025165.0
4945,Peeblesshire,beef mince,1024994.0
4946,Mole Valley,21 day mature sirlion steak,1024957.0
4947,Peeblesshire,denim jacket,1024955.0
4948,Swansea,Lemon,1024946.0
4949,Fylde,diced chicken breast,1024934.0
4950,Chiltern,british fresh chicken brest fillets,1024930.0
4951,Ceredigion,21 day mature sirlion steak,1024868.0
4952,North Ayrshire,organic soured cream,1024759.0
4953,Mole Valley,oxford shirt,1024712.0
4954,Haringey,raspberries,1024712.0
4955,Peeblesshire,dual shock controller,1024706.0
4956,Dorset,Slightly salted butter,1024628.0
4957,Ceredigion,hp dv 3000 laptop,1024597.0
4958,Lichfield,cotton tie,1024589.0
4959,Lichfield,Lemon,1024543.0
4960,Lichfield,x-box 360,1024506.0
4961,Peeblesshire,minecraft game - xbox,1024499.0
4962,Richmondshire,silk tie,1024489.0
4963,Larne,celery,1024463.0
4964,Ceredigion,lg washing machine,1024458.0
4965,Newham,hotpoint washing machine,1024389.0
4966,Lichfield,pokemon yellow,1024317.0
4967,Ceredigion,wristwatch,1024313.0
4968,Lichfield,silk scarf,1024268.0
4969,Ceredigion,Fairtrade Bananas Loose,1024263.0
4970,East Devon,Brocolli loose,1024244.0
4971,Peeblesshire,croisant ,1024181.0
4972,East Devon,raspberries,1024179.0
4973,Castle Point,jam doughnut,1024169.0
4974,Peeblesshire,british bramley cooking apples,1024158.0
4975,Fylde,croisant ,1024140.0
4976,Larne,hp dv 3000 laptop,1024140.0
4977,Mole Valley,olive oil spread,1024071.0
4978,Staffordshire,red velvet cake,1024045.0
4979,East Devon,Fairtrade Bananas Loose,1024036.0
4980,Stoke-on-Trent,red velvet cake,1023918.0
4981,Larne,denim jeams,1023899.0
4982,Lichfield,play station 3,1023849.0
4983,Dorset,salmon fillets,1023846.0
4984,Lichfield,brenton jumper,1023815.0
4985,Peeblesshire,denim jeams,1023786.0
4986,Peeblesshire,plastic sunshades,1023766.0
4987,Mole Valley,red velvet cake,1023757.0
4988,Fylde,british fresh chicken thigh fillets,1023628.0
4989,Larne,hp dv 2000 laptop,1023494.0
4990,East Devon,gaming mouse,1023427.0
4991,Chiltern,large king prawns,1023398.0
4992,East Devon,almond croisant,1023384.0
4993,Mole Valley,macaron - x3,1023367.0
4994,Lichfield,baby potatoes,1023331.0
4995,Peeblesshire,dyson washing machine,1023311.0
4996,Haringey,millionaire square,1023244.0
4997,Ceredigion,dual shock controller,1023231.0
4998,Lichfield,unsalted butter,1023044.0
4999,Mole Valley,blue stilton cheese,1023024.0
5000,Mole Valley,fresh turkey steak,1023016.0
5001,South Northamptonshire,mild cheddar cheese,1022898.0
5002,East Sussex,unsalted butter,1022898.0
5003,Dorset,fresh whole chicken,1022842.0
5004,Ceredigion,cheese cake,1022827.0
5005,Peeblesshire,beef sausages,1022695.0
5006,Staffordshire,chocolate fudge cake,1022640.0
5007,Mole Valley,gameboy advance,1022625.0
5008,East Sussex,british parsnips loose,1022585.0
5009,Lichfield,bosch washing machine,1022567.0
5010,Stoke-on-Trent,classic bowtie,1022494.0
5011,Lichfield,Almond milk,1022420.0
5012,Chiltern,chocolate twist,1022418.0
5013,Staffordshire,gaming keyboard,1022407.0
5014,Chiltern,custard doughnut,1022292.0
5015,North Ayrshire,bosch washing machine,1022261.0
5016,Larne,cotton tie,1022206.0
5017,Lambeth,flapjack,1022175.0
5018,Forest of Dean,british fresh chicken brest fillets,1022173.0
5019,Chiltern,jam doughnut,1022157.0
5020,East Devon,apple macbook air mid 2009,1022101.0
5021,East Devon,oxford shirt,1022093.0
5022,Larne,Soy Milk,1022072.0
5023,Larne,hp envy laptop,1021995.0
5024,Epsom and Ewell,beef sausages,1021915.0
5025,East Devon,beef mince,1021856.0
5026,Mole Valley,british parsnips loose,1021832.0
5027,Chiltern,Brocolli loose,1021807.0
5028,Lichfield,Onions Loose,1021667.0
5029,Lichfield,21 day mature ribeye steak,1021600.0
5030,Mole Valley,free range large eggs x12,1021590.0
5031,East Devon,play station 3,1021525.0
5032,Mole Valley,semi skimmed milk,1021432.0
5033,Haringey,Slightly salted butter,1021429.0
5034,Mole Valley,Mixed pepper,1021326.0
5035,Larne,beef sausages,1021298.0
5036,East Sussex,wristwatch,1021254.0
5037,Mole Valley,wellington boots,1021241.0
5038,Larne,beef mince,1021211.0
5039,Peeblesshire,organic soured cream,1021204.0
5040,East Devon,samsung washing machine,1021164.0
5041,Swansea,raspberries,1021118.0
5042,Forest of Dean,shortbread,1021087.0
5043,East Devon,dyson vacuum cleaner,1021000.0
5044,Peeblesshire,olive oil spread,1020944.0
5045,Newham,plastic sunshades,1020870.0
5046,Ceredigion,silk scarf,1020845.0
5047,Peeblesshire,21 day mature ribeye steak,1020840.0
5048,Larne,Spring onions bunch,1020618.0
5049,East Devon,fresh whole turkey,1020570.0
5050,Ceredigion,Spring onions bunch,1020522.0
5051,Ceredigion,dyson tower fan,1020503.0
5052,Peeblesshire,hp dv 3000 laptop,1020490.0
5053,Peeblesshire,mild cheddar cheese,1020455.0
5054,East Devon,cod fillets,1020381.0
5055,Lichfield,British carrots loose,1020313.0
5056,Larne,pokemon red,1020260.0
5057,Larne,British baking potatoes loose,1020241.0
5058,Larne,wellington boots,1020231.0
5059,Ceredigion,Oats Milk,1020222.0
5060,Lichfield,dell inspiron laptop,1020131.0
5061,Mole Valley,gaming keyboard,1020027.0
5062,Larne,chocolate fudge cake,1019999.0
5063,Ceredigion,mature cheddar cheese,1019928.0
5064,Peeblesshire,aubergine,1019867.0
5065,Mole Valley,Brocolli loose,1019761.0
5066,Mole Valley,white shirt,1019711.0
5067,Larne,olive oil spread,1019709.0
5068,Larne,mild cheddar cheese,1019648.0
5069,Peeblesshire,pain au chocolate,1019540.0
5070,Chiltern,play station 3,1019535.0
5071,Lambeth,god of war 2,1019503.0
5072,Sefton,blue stilton cheese,1019498.0
5073,Castle Point,British baking potatoes loose,1019486.0
5074,Larne,custard doughnut,1019452.0
5075,Newham,salmon fillets,1019278.0
5076,Lichfield,dyson washing machine,1019278.0
5077,Peeblesshire,hp envy laptop,1019226.0
5078,Mole Valley,flapjack,1018956.0
5079,Haringey,British baking potatoes loose,1018923.0
5080,Larne,diced chicken breast,1018797.0
5081,Peeblesshire,oxford shirt,1018704.0
5082,Lichfield,chocolate twist,1018698.0
5083,Larne,organic soured cream,1018579.0
5084,Dorset,beef mince,1018540.0
5085,Larne,21 day mature sirlion steak,1018523.0
5086,East Devon,Spring onions bunch,1018487.0
5087,Sefton,shortbread,1018471.0
5088,Peeblesshire,gaming mouse,1018395.0
5089,Larne,classic bowtie,1018375.0
5090,East Devon,british fresh turkey mince,1018257.0
5091,Larne,gaming mouse,1018256.0
5092,Larne,dyson tower fan,1018160.0
5093,East Devon,pokemon red,1017960.0
5094,Larne,red velvet cake,1017838.0
5095,East Devon,vanilla yoghurt,1017807.0
5096,Larne,Sweet potatoes loose,1017576.0
5097,Larne,god of war 2,1017572.0
5098,Ceredigion,croisant ,1017561.0
5099,Peeblesshire,free range large eggs x12,1017505.0
5100,Peeblesshire,pokemon gold,1017452.0
5101,Peeblesshire,Oats Milk,1017344.0
5102,Ceredigion,free range large eggs x12,1017343.0
5103,Larne,easy peeler loose,1017173.0
5104,Larne,macaron - x3,1017145.0
5105,East Devon,macaron - x3,1017030.0
5106,Peeblesshire,goat cheese,1016998.0
5107,Larne,Brocolli loose,1016739.0
