year,month,day,hour,branch,quantity
2017,5,1,10,orkney store,10435.0
2017,5,1,20,orkney store,47389.0
2017,5,1,21,orkney store,20406.0
2017,5,2,22,orkney store,7325.0
2017,5,4,2,orkney store,73487.0
2017,5,4,15,orkney store,278.0
2017,5,4,19,orkney store,956.0
2017,5,6,1,orkney store,18916.0
2017,5,6,14,orkney store,79377.0
2017,5,7,6,orkney store,17451.0
2017,5,7,12,orkney store,17893.0
2017,5,8,9,orkney store,3494.0
2017,5,10,3,orkney store,39096.0
2017,5,12,5,orkney store,45364.0
2017,5,13,18,orkney store,27178.0
2017,5,15,8,orkney store,65172.0
2017,5,15,23,orkney store,43868.0
2017,5,21,7,orkney store,5443.0
2017,5,22,4,orkney store,51270.0
2017,5,23,0,orkney store,41346.0
2017,5,23,16,orkney store,616.0
2017,5,26,17,orkney store,2850.0
2017,5,27,13,orkney store,25957.0
2017,5,28,11,orkney store,9142.0
2017,6,1,9,orkney store,10979.0
2017,6,2,18,orkney store,64117.0
2017,6,3,15,orkney store,8020.0
2017,6,4,21,orkney store,15273.0
2017,6,11,1,orkney store,36830.0
2017,6,12,3,orkney store,2811.0
2017,6,12,10,orkney store,58763.0
2017,6,14,14,orkney store,12156.0
2017,6,15,12,orkney store,31722.0
2017,6,15,22,orkney store,23818.0
2017,6,16,2,orkney store,51922.0
2017,6,17,4,orkney store,8007.0
2017,6,19,5,orkney store,57442.0
2017,6,19,7,orkney store,65052.0
2017,6,19,8,orkney store,68561.0
2017,6,19,19,orkney store,12462.0
2017,6,22,0,orkney store,58031.0
2017,6,22,20,orkney store,71532.0
2017,6,23,16,orkney store,3842.0
2017,6,25,6,orkney store,42471.0
2017,6,27,11,orkney store,5090.0
2017,6,27,13,orkney store,128.0
2017,6,28,17,orkney store,62628.0
2017,6,28,23,orkney store,19520.0
2017,7,1,8,orkney store,69177.0
2017,7,1,21,orkney store,38803.0
2017,7,3,12,orkney store,36191.0
2017,7,4,11,orkney store,41298.0
2017,7,4,23,orkney store,26163.0
2017,7,6,3,orkney store,62533.0
2017,7,7,6,orkney store,39315.0
2017,7,8,10,orkney store,59315.0
2017,7,8,13,orkney store,41815.0
2017,7,9,1,orkney store,26522.0
2017,7,9,2,orkney store,71894.0
2017,7,10,18,orkney store,16333.0
2017,7,13,9,orkney store,64276.0
2017,7,13,17,orkney store,58773.0
2017,7,14,4,orkney store,53161.0
2017,7,14,16,orkney store,11476.0
2017,7,14,19,orkney store,25187.0
2017,7,16,0,orkney store,49823.0
2017,7,17,15,orkney store,48192.0
2017,7,17,20,orkney store,16934.0
2017,7,17,22,orkney store,74371.0
2017,7,23,14,orkney store,6752.0
2017,7,24,7,orkney store,52651.0
2017,7,27,5,orkney store,26521.0
2017,8,1,14,orkney store,25224.0
2017,8,1,22,orkney store,48399.0
2017,8,3,1,orkney store,45230.0
2017,8,3,5,orkney store,38117.0
2017,8,3,21,orkney store,64382.0
2017,8,5,16,orkney store,44033.0
2017,8,7,20,orkney store,1451.0
2017,8,11,3,orkney store,49806.0
2017,8,12,4,orkney store,10697.0
2017,8,12,9,orkney store,7975.0
2017,8,12,17,orkney store,36701.0
2017,8,12,23,orkney store,7589.0
2017,8,14,13,orkney store,74831.0
2017,8,16,12,orkney store,45910.0
2017,8,17,11,orkney store,74345.0
2017,8,17,19,orkney store,76855.0
2017,8,18,15,orkney store,69506.0
2017,8,19,18,orkney store,25763.0
2017,8,21,0,orkney store,29306.0
2017,8,21,2,orkney store,31187.0
2017,8,21,6,orkney store,32646.0
2017,8,23,10,orkney store,32336.0
2017,8,25,7,orkney store,38360.0
2017,8,26,8,orkney store,62491.0
2017,9,1,7,orkney store,4109.0
2017,9,3,5,orkney store,5377.0
2017,9,5,0,orkney store,74709.0
2017,9,8,16,orkney store,71316.0
2017,9,10,9,orkney store,10014.0
2017,9,10,10,orkney store,6401.0
2017,9,10,19,orkney store,29196.0
2017,9,11,15,orkney store,9048.0
2017,9,14,11,orkney store,8744.0
2017,9,14,12,orkney store,35890.0
2017,9,14,13,orkney store,71368.0
2017,9,17,3,orkney store,70911.0
2017,9,18,20,orkney store,13638.0
2017,9,19,1,orkney store,37107.0
2017,9,19,14,orkney store,23021.0
2017,9,20,6,orkney store,24162.0
2017,9,21,21,orkney store,71891.0
2017,9,24,17,orkney store,21062.0
2017,9,24,18,orkney store,159.0
2017,9,26,2,orkney store,55856.0
2017,9,26,4,orkney store,45531.0
2017,9,27,8,orkney store,29377.0
2017,9,27,22,orkney store,25452.0
2017,9,27,23,orkney store,16053.0
2017,10,2,13,orkney store,6042.0
2017,10,2,18,orkney store,52186.0
2017,10,3,8,orkney store,13386.0
2017,10,4,3,orkney store,78015.0
2017,10,5,23,orkney store,55037.0
2017,10,6,10,orkney store,31556.0
2017,10,6,20,orkney store,46132.0
2017,10,7,1,orkney store,55142.0
2017,10,8,6,orkney store,2988.0
2017,10,8,12,orkney store,68989.0
2017,10,10,17,orkney store,71357.0
2017,10,12,9,orkney store,18828.0
2017,10,13,11,orkney store,75540.0
2017,10,13,14,orkney store,27212.0
2017,10,13,16,orkney store,69492.0
2017,10,14,0,orkney store,41312.0
2017,10,14,19,orkney store,78445.0
2017,10,16,21,orkney store,812.0
2017,10,18,4,orkney store,75653.0
2017,10,18,5,orkney store,35311.0
2017,10,21,15,orkney store,24974.0
2017,10,25,2,orkney store,31315.0
2017,10,26,7,orkney store,24737.0
2017,10,27,22,orkney store,7594.0
2017,11,1,8,orkney store,51073.0
2017,11,1,14,orkney store,5315.0
2017,11,2,6,orkney store,35604.0
2017,11,2,15,orkney store,60815.0
2017,11,4,17,orkney store,65020.0
2017,11,6,22,orkney store,8897.0
2017,11,7,18,orkney store,73570.0
2017,11,9,13,orkney store,19623.0
2017,11,11,11,orkney store,61633.0
2017,11,13,9,orkney store,39314.0
2017,11,13,19,orkney store,13013.0
2017,11,14,21,orkney store,58382.0
2017,11,14,23,orkney store,46277.0
2017,11,19,3,orkney store,38467.0
2017,11,20,4,orkney store,54482.0
2017,11,20,12,orkney store,80579.0
2017,11,21,10,orkney store,11618.0
2017,11,23,0,orkney store,45192.0
2017,11,23,7,orkney store,24805.0
2017,11,24,1,orkney store,51403.0
2017,11,24,16,orkney store,52839.0
2017,11,26,20,orkney store,67907.0
2017,11,27,2,orkney store,77802.0
2017,11,28,5,orkney store,57695.0
2017,12,1,1,orkney store,47000.0
2017,12,1,22,orkney store,44050.0
2017,12,2,5,orkney store,17346.0
2017,12,2,11,orkney store,40084.0
2017,12,2,17,orkney store,79288.0
2017,12,4,8,orkney store,2912.0
2017,12,5,6,orkney store,2933.0
2017,12,6,18,orkney store,80994.0
2017,12,9,4,orkney store,57281.0
2017,12,9,13,orkney store,75669.0
2017,12,9,20,orkney store,22362.0
2017,12,11,12,orkney store,51674.0
2017,12,13,10,orkney store,49177.0
2017,12,15,7,orkney store,52721.0
2017,12,16,0,orkney store,34676.0
2017,12,16,16,orkney store,46417.0
2017,12,17,15,orkney store,60554.0
2017,12,18,3,orkney store,28961.0
2017,12,18,14,orkney store,71779.0
2017,12,19,21,orkney store,28415.0
2017,12,20,2,orkney store,30838.0
2017,12,20,9,orkney store,78080.0
2017,12,22,19,orkney store,78135.0
2017,12,24,23,orkney store,10716.0
2018,1,1,12,orkney store,68239.0
2018,1,2,11,orkney store,35763.0
2018,1,3,0,orkney store,81983.0
2018,1,6,16,orkney store,13022.0
2018,1,8,5,orkney store,33659.0
2018,1,9,14,orkney store,22486.0
2018,1,10,8,orkney store,28806.0
2018,1,13,2,orkney store,80379.0
2018,1,13,19,orkney store,2669.0
2018,1,13,20,orkney store,51932.0
2018,1,14,6,orkney store,13059.0
2018,1,14,21,orkney store,24806.0
2018,1,15,3,orkney store,5992.0
2018,1,17,15,orkney store,65511.0
2018,1,17,18,orkney store,60247.0
2018,1,21,7,orkney store,39056.0
2018,1,21,9,orkney store,80006.0
2018,1,22,23,orkney store,15881.0
2018,1,23,17,orkney store,55940.0
2018,1,25,13,orkney store,41088.0
2018,1,26,1,orkney store,38643.0
2018,1,28,4,orkney store,57293.0
2018,1,28,10,orkney store,32952.0
2018,1,28,22,orkney store,28221.0
2018,2,1,0,orkney store,12913.0
2018,2,2,18,orkney store,5864.0
2018,2,3,4,orkney store,59221.0
2018,2,3,15,orkney store,68397.0
2018,2,5,23,orkney store,81018.0
2018,2,7,16,orkney store,60765.0
2018,2,12,13,orkney store,49053.0
2018,2,12,22,orkney store,48650.0
2018,2,14,17,orkney store,73567.0
2018,2,15,2,orkney store,3166.0
2018,2,16,8,orkney store,5472.0
2018,2,17,7,orkney store,40497.0
2018,2,18,11,orkney store,54878.0
2018,2,19,5,orkney store,4303.0
2018,2,20,20,orkney store,34918.0
2018,2,21,3,orkney store,12804.0
2018,2,22,19,orkney store,36541.0
2018,2,23,14,orkney store,68462.0
2018,2,24,6,orkney store,58506.0
2018,2,24,21,orkney store,42641.0
2018,2,25,12,orkney store,51956.0
2018,2,26,1,orkney store,62257.0
2018,2,26,10,orkney store,56584.0
2018,2,27,9,orkney store,82343.0
2018,3,1,5,orkney store,48442.0
2018,3,2,1,orkney store,9816.0
2018,3,7,21,orkney store,77640.0
2018,3,8,0,orkney store,21090.0
2018,3,8,10,orkney store,39289.0
2018,3,9,19,orkney store,78295.0
2018,3,10,3,orkney store,11574.0
2018,3,10,7,orkney store,51695.0
2018,3,13,18,orkney store,78043.0
2018,3,14,11,orkney store,40197.0
2018,3,14,12,orkney store,65846.0
2018,3,14,16,orkney store,23531.0
2018,3,15,2,orkney store,264.0
2018,3,15,13,orkney store,15918.0
2018,3,15,14,orkney store,15816.0
2018,3,15,15,orkney store,72281.0
2018,3,16,17,orkney store,80431.0
2018,3,18,4,orkney store,60855.0
2018,3,22,22,orkney store,67421.0
2018,3,24,6,orkney store,52276.0
2018,3,24,20,orkney store,57832.0
2018,3,25,9,orkney store,74412.0
2018,3,27,8,orkney store,24687.0
2018,3,28,23,orkney store,39025.0
2018,4,1,17,orkney store,40561.0
2018,4,3,12,orkney store,54317.0
2018,4,4,6,orkney store,42031.0
2018,4,5,8,orkney store,2974.0
2018,4,8,22,orkney store,82109.0
2018,4,9,23,orkney store,3834.0
2018,4,11,3,orkney store,13235.0
2018,4,13,20,orkney store,13131.0
2018,4,16,14,orkney store,18570.0
2018,4,16,16,orkney store,25979.0
2018,4,16,19,orkney store,49173.0
2018,4,17,21,orkney store,66658.0
2018,4,18,1,orkney store,9151.0
2018,4,18,4,orkney store,64744.0
2018,4,18,18,orkney store,19824.0
2018,4,19,0,orkney store,22104.0
2018,4,20,9,orkney store,15637.0
2018,4,22,11,orkney store,36565.0
2018,4,23,2,orkney store,50390.0
2018,4,23,10,orkney store,55629.0
2018,4,23,13,orkney store,72332.0
2018,4,27,5,orkney store,30808.0
2018,4,27,15,orkney store,44551.0
2018,4,28,7,orkney store,44852.0
2018,5,1,0,orkney store,50427.0
2018,5,2,9,orkney store,21072.0
2018,5,3,3,orkney store,9706.0
2018,5,5,22,orkney store,53646.0
2018,5,6,1,orkney store,43307.0
2018,5,6,8,orkney store,16731.0
2018,5,7,23,orkney store,11380.0
2018,5,8,16,orkney store,81622.0
2018,5,9,4,orkney store,81931.0
2018,5,10,7,orkney store,29179.0
2018,5,12,6,orkney store,5345.0
2018,5,14,2,orkney store,7681.0
2018,5,15,18,orkney store,62747.0
2018,5,16,11,orkney store,67559.0
2018,5,17,13,orkney store,55509.0
2018,5,19,14,orkney store,2111.0
2018,5,19,20,orkney store,15017.0
2018,5,19,21,orkney store,69355.0
2018,5,20,17,orkney store,15867.0
2018,5,21,15,orkney store,2488.0
2018,5,22,5,orkney store,56401.0
2018,5,23,19,orkney store,52721.0
2018,5,25,10,orkney store,42143.0
2018,5,26,12,orkney store,40473.0
2018,6,4,0,orkney store,77559.0
2018,6,6,20,orkney store,6359.0
2018,6,6,21,orkney store,23111.0
2018,6,7,3,orkney store,37501.0
2018,6,10,9,orkney store,3540.0
2018,6,11,12,orkney store,51397.0
2018,6,11,15,orkney store,8552.0
2018,6,12,6,orkney store,33563.0
2018,6,12,16,orkney store,8710.0
2018,6,12,17,orkney store,74724.0
2018,6,12,19,orkney store,63588.0
2018,6,14,1,orkney store,78228.0
2018,6,14,5,orkney store,30331.0
2018,6,17,18,orkney store,19739.0
2018,6,18,7,orkney store,78619.0
2018,6,18,23,orkney store,76270.0
2018,6,20,4,orkney store,17691.0
2018,6,20,8,orkney store,72042.0
2018,6,21,2,orkney store,72480.0
2018,6,22,13,orkney store,77799.0
2018,6,26,11,orkney store,15555.0
2018,6,26,22,orkney store,58478.0
2018,6,27,10,orkney store,28904.0
2018,6,28,14,orkney store,3706.0
2018,7,1,12,orkney store,15405.0
2018,7,1,23,orkney store,37853.0
2018,7,2,2,orkney store,67719.0
2018,7,2,6,orkney store,5019.0
2018,7,2,22,orkney store,46383.0
2018,7,3,15,orkney store,62614.0
2018,7,4,11,orkney store,12202.0
2018,7,7,8,orkney store,17710.0
2018,7,8,5,orkney store,35467.0
2018,7,10,0,orkney store,79313.0
2018,7,11,1,orkney store,41794.0
2018,7,11,20,orkney store,52616.0
2018,7,12,7,orkney store,17483.0
2018,7,12,13,orkney store,52076.0
2018,7,14,9,orkney store,13828.0
2018,7,15,4,orkney store,24434.0
2018,7,16,3,orkney store,66804.0
2018,7,17,10,orkney store,27884.0
2018,7,17,17,orkney store,77123.0
2018,7,23,19,orkney store,54195.0
2018,7,26,14,orkney store,42596.0
2018,7,26,21,orkney store,52535.0
2018,7,27,16,orkney store,77159.0
2018,7,28,18,orkney store,35864.0
2018,8,2,15,orkney store,4934.0
2018,8,4,0,orkney store,81412.0
2018,8,6,11,orkney store,40952.0
2018,8,7,1,orkney store,15087.0
2018,8,7,7,orkney store,25179.0
2018,8,7,8,orkney store,11900.0
2018,8,7,12,orkney store,14352.0
2018,8,7,14,orkney store,61078.0
2018,8,9,17,orkney store,35237.0
2018,8,10,2,orkney store,10709.0
2018,8,10,22,orkney store,62776.0
2018,8,12,9,orkney store,51263.0
2018,8,15,6,orkney store,62076.0
2018,8,16,13,orkney store,37721.0
2018,8,16,20,orkney store,76766.0
2018,8,17,5,orkney store,76636.0
2018,8,18,23,orkney store,70460.0
2018,8,21,10,orkney store,17151.0
2018,8,22,18,orkney store,61120.0
2018,8,24,16,orkney store,15957.0
2018,8,25,21,orkney store,16298.0
2018,8,26,4,orkney store,40595.0
2018,8,27,3,orkney store,14312.0
2018,8,28,19,orkney store,67485.0
2018,9,1,0,orkney store,77872.0
2018,9,1,18,orkney store,7780.0
2018,9,2,15,orkney store,76515.0
2018,9,3,17,orkney store,39051.0
2018,9,4,10,orkney store,39180.0
2018,9,4,21,orkney store,67387.0
2018,9,5,1,orkney store,29368.0
2018,9,8,16,orkney store,2381.0
2018,9,8,22,orkney store,31936.0
2018,9,9,8,orkney store,46463.0
2018,9,10,2,orkney store,52986.0
2018,9,10,12,orkney store,4051.0
2018,9,10,19,orkney store,28821.0
2018,9,11,5,orkney store,13906.0
2018,9,12,13,orkney store,60171.0
2018,9,12,20,orkney store,47911.0
2018,9,15,4,orkney store,44537.0
2018,9,18,11,orkney store,45642.0
2018,9,18,23,orkney store,75153.0
2018,9,24,3,orkney store,35768.0
2018,9,24,9,orkney store,42270.0
2018,9,24,14,orkney store,13564.0
2018,9,26,6,orkney store,23213.0
2018,9,28,7,orkney store,46508.0
2018,10,1,14,orkney store,57258.0
2018,10,3,15,orkney store,68442.0
2018,10,3,21,orkney store,11405.0
2018,10,4,13,orkney store,48219.0
2018,10,6,12,orkney store,27957.0
2018,10,6,22,orkney store,1552.0
2018,10,8,17,orkney store,48406.0
2018,10,9,8,orkney store,76945.0
2018,10,10,4,orkney store,22885.0
2018,10,11,19,orkney store,56938.0
2018,10,12,6,orkney store,35251.0
2018,10,13,1,orkney store,47219.0
2018,10,14,11,orkney store,9902.0
2018,10,15,5,orkney store,10647.0
2018,10,16,16,orkney store,65169.0
2018,10,17,18,orkney store,8621.0
2018,10,18,0,orkney store,35935.0
2018,10,18,20,orkney store,30911.0
2018,10,19,23,orkney store,60841.0
2018,10,20,9,orkney store,23781.0
2018,10,23,2,orkney store,76202.0
2018,10,23,7,orkney store,2763.0
2018,10,27,3,orkney store,83491.0
2018,10,27,10,orkney store,7985.0
2018,11,1,0,orkney store,43134.0
2018,11,2,18,orkney store,2476.0
2018,11,2,23,orkney store,76141.0
2018,11,4,1,orkney store,41168.0
2018,11,4,14,orkney store,35777.0
2018,11,7,11,orkney store,49537.0
2018,11,8,20,orkney store,84850.0
2018,11,12,16,orkney store,59361.0
2018,11,14,12,orkney store,52493.0
2018,11,14,22,orkney store,54227.0
2018,11,15,5,orkney store,58040.0
2018,11,17,6,orkney store,15291.0
2018,11,18,7,orkney store,13423.0
2018,11,18,10,orkney store,48709.0
2018,11,19,8,orkney store,3238.0
2018,11,20,2,orkney store,19206.0
2018,11,20,13,orkney store,69884.0
2018,11,21,19,orkney store,6811.0
2018,11,22,3,orkney store,29209.0
2018,11,22,15,orkney store,67775.0
2018,11,22,21,orkney store,37542.0
2018,11,23,4,orkney store,14096.0
2018,11,24,17,orkney store,18448.0
2018,11,28,9,orkney store,44146.0
2018,12,1,22,orkney store,31695.0
2018,12,2,12,orkney store,77664.0
2018,12,2,15,orkney store,22996.0
2018,12,2,17,orkney store,68733.0
2018,12,3,21,orkney store,38938.0
2018,12,5,1,orkney store,9956.0
2018,12,5,4,orkney store,77861.0
2018,12,5,9,orkney store,25611.0
2018,12,5,13,orkney store,67847.0
2018,12,5,19,orkney store,41797.0
2018,12,5,20,orkney store,28894.0
2018,12,8,7,orkney store,54122.0
2018,12,8,23,orkney store,16418.0
2018,12,9,5,orkney store,51876.0
2018,12,12,0,orkney store,51464.0
2018,12,12,18,orkney store,26660.0
2018,12,13,8,orkney store,38126.0
2018,12,13,11,orkney store,17532.0
2018,12,14,2,orkney store,40397.0
2018,12,19,16,orkney store,68163.0
2018,12,21,6,orkney store,58543.0
2018,12,25,3,orkney store,11486.0
2018,12,25,14,orkney store,14923.0
2018,12,27,10,orkney store,47254.0
2019,1,1,15,orkney store,9643.0
2019,1,1,16,orkney store,60759.0
2019,1,7,6,orkney store,8710.0
2019,1,11,5,orkney store,41859.0
2019,1,12,8,orkney store,14201.0
2019,1,13,4,orkney store,15074.0
2019,1,13,10,orkney store,5036.0
2019,1,14,13,orkney store,27303.0
2019,1,15,18,orkney store,63873.0
2019,1,16,1,orkney store,75072.0
2019,1,17,7,orkney store,35685.0
2019,1,17,17,orkney store,14987.0
2019,1,18,22,orkney store,6821.0
2019,1,20,9,orkney store,65242.0
2019,1,20,12,orkney store,23147.0
2019,1,21,2,orkney store,74997.0
2019,1,21,19,orkney store,1723.0
2019,1,21,23,orkney store,46211.0
2019,1,23,11,orkney store,45238.0
2019,1,25,20,orkney store,23591.0
2019,1,27,0,orkney store,73928.0
2019,1,27,3,orkney store,82198.0
2019,1,27,14,orkney store,77303.0
2019,1,28,21,orkney store,77337.0
2019,2,1,3,orkney store,29006.0
2019,2,1,8,orkney store,26512.0
2019,2,5,19,orkney store,33221.0
2019,2,6,17,orkney store,79120.0
2019,2,8,11,orkney store,30113.0
2019,2,9,0,orkney store,61828.0
2019,2,9,22,orkney store,70708.0
2019,2,11,1,orkney store,43883.0
2019,2,11,4,orkney store,59789.0
2019,2,14,2,orkney store,34752.0
2019,2,15,18,orkney store,55718.0
2019,2,16,12,orkney store,76473.0
2019,2,16,23,orkney store,56013.0
2019,2,17,7,orkney store,1069.0
2019,2,17,9,orkney store,40662.0
2019,2,17,10,orkney store,1274.0
2019,2,17,15,orkney store,48308.0
2019,2,19,20,orkney store,14797.0
2019,2,20,16,orkney store,30178.0
2019,2,21,14,orkney store,44822.0
2019,2,23,5,orkney store,30940.0
2019,2,26,21,orkney store,65234.0
2019,2,27,6,orkney store,79012.0
2019,2,28,13,orkney store,51503.0
2019,3,1,13,orkney store,59792.0
2019,3,2,11,orkney store,39596.0
2019,3,4,20,orkney store,78970.0
2019,3,5,12,orkney store,49692.0
2019,3,6,16,orkney store,27928.0
2019,3,8,7,orkney store,81452.0
2019,3,9,8,orkney store,10534.0
2019,3,10,18,orkney store,38879.0
2019,3,12,6,orkney store,37924.0
2019,3,12,15,orkney store,80791.0
2019,3,12,22,orkney store,23901.0
2019,3,14,21,orkney store,51099.0
2019,3,15,14,orkney store,31899.0
2019,3,16,10,orkney store,61953.0
2019,3,16,19,orkney store,39834.0
2019,3,18,1,orkney store,2260.0
2019,3,19,0,orkney store,56916.0
2019,3,19,3,orkney store,15354.0
2019,3,19,9,orkney store,77997.0
2019,3,20,2,orkney store,55202.0
2019,3,21,17,orkney store,59159.0
2019,3,22,4,orkney store,62202.0
2019,3,24,23,orkney store,59663.0
2019,3,25,5,orkney store,48899.0
2019,4,1,3,orkney store,72746.0
2019,4,1,23,orkney store,4206.0
2019,4,2,7,orkney store,66895.0
2019,4,5,17,orkney store,68461.0
2019,4,8,9,orkney store,8570.0
2019,4,8,18,orkney store,83757.0
2019,4,9,11,orkney store,39710.0
2019,4,11,14,orkney store,17470.0
2019,4,15,4,orkney store,76682.0
2019,4,15,5,orkney store,18104.0
2019,4,16,8,orkney store,31943.0
2019,4,16,21,orkney store,23413.0
2019,4,18,6,orkney store,12687.0
2019,4,18,10,orkney store,59366.0
2019,4,18,16,orkney store,43730.0
2019,4,19,2,orkney store,50287.0
2019,4,20,20,orkney store,69990.0
2019,4,21,13,orkney store,5132.0
2019,4,22,22,orkney store,83032.0
2019,4,23,15,orkney store,38484.0
2019,4,24,1,orkney store,18558.0
2019,4,25,0,orkney store,65086.0
2019,4,26,12,orkney store,42348.0
2019,4,27,19,orkney store,52561.0
2019,5,1,4,orkney store,67953.0
2019,5,1,10,orkney store,2623.0
2019,5,2,0,orkney store,8082.0
2019,5,3,22,orkney store,37927.0
2019,5,4,20,orkney store,3157.0
2019,5,5,19,orkney store,46887.0
2019,5,7,5,orkney store,38254.0
2019,5,7,6,orkney store,32391.0
2019,5,9,11,orkney store,49179.0
2019,5,9,14,orkney store,63661.0
2019,5,11,16,orkney store,76125.0
2019,5,11,17,orkney store,50174.0
2019,5,13,1,orkney store,66211.0
2019,5,13,12,orkney store,36909.0
2019,5,15,9,orkney store,80355.0
2019,5,15,15,orkney store,17427.0
2019,5,18,3,orkney store,32550.0
2019,5,18,8,orkney store,21617.0
2019,5,18,21,orkney store,40388.0
2019,5,20,2,orkney store,44352.0
2019,5,20,23,orkney store,48565.0
2019,5,23,18,orkney store,10265.0
2019,5,24,7,orkney store,22148.0
2019,5,24,13,orkney store,44757.0
2019,6,1,11,orkney store,75779.0
2019,6,5,14,orkney store,57316.0
2019,6,7,15,orkney store,56908.0
2019,6,7,18,orkney store,66688.0
2019,6,8,1,orkney store,5573.0
2019,6,8,2,orkney store,77011.0
2019,6,9,0,orkney store,26085.0
2019,6,9,5,orkney store,21099.0
2019,6,9,6,orkney store,24629.0
2019,6,10,3,orkney store,68074.0
2019,6,10,13,orkney store,38550.0
2019,6,11,4,orkney store,42973.0
2019,6,12,12,orkney store,27177.0
2019,6,17,17,orkney store,17792.0
2019,6,19,8,orkney store,73224.0
2019,6,19,9,orkney store,10894.0
2019,6,20,10,orkney store,63591.0
2019,6,20,22,orkney store,54145.0
2019,6,22,7,orkney store,27388.0
2019,6,22,21,orkney store,62456.0
2019,6,23,20,orkney store,75160.0
2019,6,24,16,orkney store,35312.0
2019,6,24,23,orkney store,43057.0
2019,6,28,19,orkney store,61183.0
2019,7,2,13,orkney store,36665.0
2019,7,2,22,orkney store,29650.0
2019,7,3,5,orkney store,65029.0
2019,7,3,17,orkney store,74249.0
2019,7,3,19,orkney store,51154.0
2019,7,4,3,orkney store,83630.0
2019,7,4,12,orkney store,56086.0
2019,7,5,1,orkney store,54936.0
2019,7,8,6,orkney store,33697.0
2019,7,8,7,orkney store,46453.0
2019,7,9,15,orkney store,62145.0
2019,7,13,2,orkney store,26858.0
2019,7,13,11,orkney store,55875.0
2019,7,13,18,orkney store,45984.0
2019,7,15,14,orkney store,6241.0
2019,7,16,10,orkney store,65968.0
2019,7,17,21,orkney store,79434.0
2019,7,19,8,orkney store,45828.0
2019,7,20,16,orkney store,19823.0
2019,7,24,0,orkney store,20230.0
2019,7,24,20,orkney store,40581.0
2019,7,25,4,orkney store,70592.0
2019,7,26,9,orkney store,26550.0
2019,7,27,23,orkney store,43965.0
2019,8,2,2,orkney store,57732.0
2019,8,2,10,orkney store,4234.0
2019,8,2,13,orkney store,53071.0
2019,8,3,14,orkney store,23589.0
2019,8,3,21,orkney store,37552.0
2019,8,5,3,orkney store,63207.0
2019,8,5,7,orkney store,33213.0
2019,8,5,11,orkney store,1573.0
2019,8,7,4,orkney store,78154.0
2019,8,7,22,orkney store,42300.0
2019,8,10,16,orkney store,45167.0
2019,8,12,15,orkney store,7676.0
2019,8,13,1,orkney store,25442.0
2019,8,13,9,orkney store,55627.0
2019,8,16,18,orkney store,57373.0
2019,8,18,17,orkney store,76891.0
2019,8,20,20,orkney store,21673.0
2019,8,24,6,orkney store,33107.0
2019,8,24,12,orkney store,42426.0
2019,8,25,0,orkney store,47523.0
2019,8,25,5,orkney store,20079.0
2019,8,26,23,orkney store,48032.0
2019,8,27,8,orkney store,54794.0
2019,8,27,19,orkney store,62208.0
2019,9,5,9,orkney store,42608.0
2019,9,5,10,orkney store,34021.0
2019,9,5,17,orkney store,12645.0
2019,9,6,11,orkney store,18260.0
2019,9,10,3,orkney store,36489.0
2019,9,10,12,orkney store,13820.0
2019,9,11,13,orkney store,48482.0
2019,9,11,22,orkney store,39239.0
2019,9,12,1,orkney store,63613.0
2019,9,13,0,orkney store,70371.0
2019,9,14,21,orkney store,80399.0
2019,9,15,14,orkney store,52011.0
2019,9,15,15,orkney store,53638.0
2019,9,15,20,orkney store,18560.0
2019,9,18,2,orkney store,63884.0
2019,9,18,19,orkney store,59685.0
2019,9,20,4,orkney store,40576.0
2019,9,20,7,orkney store,12820.0
2019,9,21,5,orkney store,74169.0
2019,9,21,8,orkney store,45285.0
2019,9,24,16,orkney store,71531.0
2019,9,25,6,orkney store,39831.0
2019,9,25,18,orkney store,39999.0
2019,9,25,23,orkney store,21400.0
2019,10,1,5,orkney store,82937.0
2019,10,2,4,orkney store,70096.0
2019,10,4,7,orkney store,75301.0
2019,10,7,14,orkney store,34851.0
2019,10,9,0,orkney store,23505.0
2019,10,10,10,orkney store,66266.0
2019,10,10,11,orkney store,67918.0
2019,10,10,16,orkney store,48239.0
2019,10,11,12,orkney store,69294.0
2019,10,13,9,orkney store,1227.0
2019,10,14,19,orkney store,19089.0
2019,10,15,3,orkney store,50582.0
2019,10,16,1,orkney store,10484.0
2019,10,16,6,orkney store,16553.0
2019,10,17,18,orkney store,8885.0
2019,10,18,2,orkney store,44986.0
2019,10,19,13,orkney store,24435.0
2019,10,19,22,orkney store,38732.0
2019,10,20,20,orkney store,46941.0
2019,10,23,23,orkney store,73552.0
2019,10,25,21,orkney store,25749.0
2019,10,27,15,orkney store,4809.0
2019,10,28,8,orkney store,13410.0
2019,10,28,17,orkney store,66952.0
2019,11,2,12,orkney store,4768.0
2019,11,2,13,orkney store,53544.0
2019,11,3,7,orkney store,4222.0
2019,11,7,3,orkney store,48685.0
2019,11,7,16,orkney store,63356.0
2019,11,7,18,orkney store,1726.0
2019,11,9,14,orkney store,61744.0
2019,11,12,15,orkney store,69355.0
2019,11,13,0,orkney store,63476.0
2019,11,13,21,orkney store,76381.0
2019,11,13,22,orkney store,3868.0
2019,11,13,23,orkney store,39020.0
2019,11,14,8,orkney store,52824.0
2019,11,14,19,orkney store,72908.0
2019,11,15,2,orkney store,81325.0
2019,11,16,9,orkney store,20891.0
